"S/W catalog ID","S/W catalog name","S/W ver.","S/W category","S/W type","License ID","S/W distribution type","Serial No./Product ID","Host name","User ID","Ownership dept.","Use dept.","License name"
"10000002","ManagementCore Agent","7.0.0.0","","Managed","","Unconfirmed","","T1764650-01","","TDSC/TEKR","TDSC/TEKR",""
"10000002","ManagementCore Agent","7.0.0.0","","Managed","","Unconfirmed","","TEKR-LSY-21A1","","TDSC/TEKR","TDSC/TEKR",""
"10000002","ManagementCore Agent","7.0.0.0","","Managed","","Unconfirmed","","TEKR-KMD-21A1","","TDSC/TEKR","TDSC/TEKR",""
"10000002","ManagementCore Agent","7.0.0.0","","Managed","","Unconfirmed","","TEKR-LZS-21A1","","TDSC/TEKR","TDSC/TEKR",""
"10000002","ManagementCore Agent","7.0.0.0","","Managed","","Unconfirmed","","TEKR-MSJ-21A1","","TDSC/TEKR","TDSC/TEKR",""
"10000002","ManagementCore Agent","7.0.0.0","","Managed","","Unconfirmed","","TEKR-JCY-19A1","","TDSC/TEKR","TDSC/TEKR",""
"10000002","ManagementCore Agent","7.0.0.0","","Managed","","Unconfirmed","","TEKR-MYK-18B1","","TDSC/TEKR","TDSC/TEKR",""
"10000002","ManagementCore Agent","7.0.0.0","","Managed","","Unconfirmed","","TEKR-HJN-21B1","","TDSC/TEKR","TDSC/TEKR",""
"10000002","ManagementCore Agent","7.0.0.0","","Managed","","Unconfirmed","","TEKR-HYE-21B1","","TDSC/TEKR","TDSC/TEKR",""
"10000002","ManagementCore Agent","7.0.0.0","","Managed","","Unconfirmed","","TEKR-SUK-21B1","","TDSC/TEKR","TDSC/TEKR",""
"10000002","ManagementCore Agent","7.0.0.0","","Managed","","Unconfirmed","","TEKR-LJY-21B1","","TDSC/TEKR","TDSC/TEKR",""
"10000002","ManagementCore Agent","7.0.0.0","","Managed","","Unconfirmed","","TEKR-CPS-21B1","","TDSC/TEKR","TDSC/TEKR",""
"10000002","ManagementCore Agent","7.0.0.0","","Managed","","Unconfirmed","","TEKR-LKR-21B1","","TDSC/TEKR","TDSC/TEKR",""
"10000002","ManagementCore Agent","7.0.0.0","","Managed","","Unconfirmed","","TEKR-HRA-21B1","","TDSC/TEKR","TDSC/TEKR",""
"10000002","ManagementCore Agent","7.0.0.0","","Managed","","Unconfirmed","","TEKR-SPARE-PC10","","TDSC/TEKR","TDSC/TEKR",""
"10000002","ManagementCore Agent","7.0.0.0","","Managed","","Unconfirmed","","T1764650-05","","TDSC/TEKR","TDSC/TEKR",""
"10000002","ManagementCore Agent","7.0.0.0","","Managed","","Unconfirmed","","TEKR-KJY-22A1","","TDSC/TEKR","TDSC/TEKR",""
"10000002","ManagementCore Agent","7.0.0.0","","Managed","","Unconfirmed","","TEKR-KSG-22A1","","TDSC/TEKR","TDSC/TEKR",""
"10000002","ManagementCore Agent","7.0.0.0","","Managed","","Unconfirmed","","TEKR-KJI-22A1","","TDSC/TEKR","TDSC/TEKR",""
"10000002","ManagementCore Agent","7.0.0.0","","Managed","","Unconfirmed","","TEKR-LYS-22A1","","TDSC/TEKR","TDSC/TEKR",""
"10000002","ManagementCore Agent","7.0.0.0","","Managed","","Unconfirmed","","TEKR-CJW-22A1","","TDSC/TEKR","TDSC/TEKR",""
"10000002","ManagementCore Agent","7.0.0.0","","Managed","","Unconfirmed","","TEKR-CMS-22A1","","TDSC/TEKR","TDSC/TEKR",""
"10000002","ManagementCore Agent","7.0.0.0","","Managed","","Unconfirmed","","TEKR-JYH-22A1","","TDSC/TEKR","TDSC/TEKR",""
"10000002","ManagementCore Agent","7.0.0.0","","Managed","","Unconfirmed","","TEKR-SDJ-22A1","","TDSC/TEKR","TDSC/TEKR",""
"10000002","ManagementCore Agent","7.0.0.0","","Managed","","Unconfirmed","","TEKR-CMS-18B1","","TDSC/TEKR","TDSC/TEKR",""
"10000002","ManagementCore Agent","7.0.0.0","","Managed","","Unconfirmed","","TEKR-KSH-22B1","","TDSC/TEKR","TDSC/TEKR",""
"10000002","ManagementCore Agent","7.0.0.0","","Managed","","Unconfirmed","","TEKR-KSR-22B1","","TDSC/TEKR","TDSC/TEKR",""
"10000002","ManagementCore Agent","7.0.0.0","","Managed","","Unconfirmed","","TEKR-LSK-22B1","","TDSC/TEKR","TDSC/TEKR",""
"10000002","ManagementCore Agent","7.0.0.0","","Managed","","Unconfirmed","","TEKR-BHR-22B1","","TDSC/TEKR","TDSC/TEKR",""
"10000002","ManagementCore Agent","7.0.0.0","","Managed","","Unconfirmed","","TEKR-SAS-22B1","","TDSC/TEKR","TDSC/TEKR",""
"10000002","ManagementCore Agent","7.0.0.0","","Managed","","Unconfirmed","","TEKR-SOO-22B1","","TDSC/TEKR","TDSC/TEKR",""
"10000002","ManagementCore Agent","7.0.0.0","","Managed","","Unconfirmed","","TEKR-NJM-22B1","","TDSC/TEKR","TDSC/TEKR",""
"10000002","ManagementCore Agent","7.0.0.0","","Managed","","Unconfirmed","","TEKR-MJW-22B1","","TDSC/TEKR","TDSC/TEKR",""
"10000002","ManagementCore Agent","7.0.0.0","","Managed","","Unconfirmed","","TEKR-PYG-22B1","","TDSC/TEKR","TDSC/TEKR",""
"10000002","ManagementCore Agent","7.0.0.0","","Managed","","Unconfirmed","","TEKR-KSR-21B1","","TDSC/TEKR","TDSC/TEKR",""
"10000002","ManagementCore Agent","7.0.0.0","","Managed","","Unconfirmed","","TEKR-MHC-23A1","","TDSC/TEKR","TDSC/TEKR",""
"10000002","ManagementCore Agent","7.0.0.0","","Managed","","Unconfirmed","","TEKR-KBH-23A1","","TDSC/TEKR","TDSC/TEKR",""
"10000002","ManagementCore Agent","7.0.0.0","","Managed","","Unconfirmed","","TEKR-LJH-23A1","","TDSC/TEKR","TDSC/TEKR",""
"10000002","ManagementCore Agent","7.0.0.0","","Managed","","Unconfirmed","","TEKR-KJH-23A1","","TDSC/TEKR","TDSC/TEKR",""
"10000002","ManagementCore Agent","7.0.0.0","","Managed","","Unconfirmed","","TEKR-CJC-23A1","","TDSC/TEKR","TDSC/TEKR",""
"10000002","ManagementCore Agent","7.0.0.0","","Managed","","Unconfirmed","","TEKR-HSJ-23A1","","TDSC/TEKR","TDSC/TEKR",""
"10000002","ManagementCore Agent","7.0.0.0","","Managed","","Unconfirmed","","TEKR-OJM-23A1","","TDSC/TEKR","TDSC/TEKR",""
"10000002","ManagementCore Agent","7.0.0.0","","Managed","","Unconfirmed","","TEKR-PJH-23A1","","TDSC/TEKR","TDSC/TEKR",""
"10000002","ManagementCore Agent","7.0.0.0","","Managed","","Unconfirmed","","TEKR-SJW-23A1","","TDSC/TEKR","TDSC/TEKR",""
"10000002","ManagementCore Agent","7.3.8.2","","Managed","","Unconfirmed","","T1764650-06","","TDSC/TEKR","TDSC/TEKR",""
"10000002","ManagementCore Agent","7.3.8.2","","Managed","","Unconfirmed","","T1764650-07","","TDSC/TEKR","TDSC/TEKR",""
"10000002","ManagementCore Agent","7.3.8.2","","Managed","","Unconfirmed","","T1764650-10","","TDSC/TEKR","TDSC/TEKR",""
"10000002","ManagementCore Agent","7.3.8.2","","Managed","","Unconfirmed","","T1764650-08","","TDSC/TEKR","TDSC/TEKR",""
"10000002","ManagementCore Agent","7.3.8.2","","Managed","","Unconfirmed","","T1764650-09","","TDSC/TEKR","TDSC/TEKR",""
"10000002","ManagementCore Agent","7.3.8.2","","Managed","","Unconfirmed","","TEKR-INA-23B1","","TDSC/TEKR","TDSC/TEKR",""
"10000002","ManagementCore Agent","7.3.8.2","","Managed","","Unconfirmed","","TEKR-KAT-23B1","","TDSC/TEKR","TDSC/TEKR",""
"10000002","ManagementCore Agent","7.3.8.2","","Managed","","Unconfirmed","","TEKR-SUN-23B1","","TDSC/TEKR","TDSC/TEKR",""
"10000002","ManagementCore Agent","7.3.8.2","","Managed","","Unconfirmed","","TEKR-TKH-23B1","","TDSC/TEKR","TDSC/TEKR",""
"10000002","ManagementCore Agent","7.3.8.2","","Managed","","Unconfirmed","","TEKR-MYK-23B1","","TDSC/TEKR","TDSC/TEKR",""
"10000002","ManagementCore Agent","7.3.8.2","","Managed","","Unconfirmed","","TEKR-CMS-23B1","","TDSC/TEKR","TDSC/TEKR",""
"10000002","ManagementCore Agent","7.3.8.2","","Managed","","Unconfirmed","","TEKR-SVRCHK-19B","","TDSC/TEKR","TDSC/TEKR",""
"10000002","ManagementCore Agent","7.3.8.2","","Managed","","Unconfirmed","","TEKR-BEK-21B1","","TDSC/TEKR","TDSC/TEKR",""
"10000002","ManagementCore Agent","7.3.8.2","","Managed","","Unconfirmed","","T1764650-13","","TDSC/TEKR","TDSC/TEKR",""
"10000002","ManagementCore Agent","7.3.8.2","","Managed","","Unconfirmed","","T1764650-12","","TDSC/TEKR","TDSC/TEKR",""
"10000002","ManagementCore Agent","7.3.8.2","","Managed","","Unconfirmed","","T1764650-11","","TDSC/TEKR","TDSC/TEKR",""
"10000002","ManagementCore Agent","7.3.8.2","","Managed","","Unconfirmed","","T1764650-04","","TDSC/TEKR","TDSC/TEKR",""
"10000002","ManagementCore Agent","7.3.8.2","","Managed","","Unconfirmed","","TEKR-KMK-22A1","","TDSC/TEKR","TDSC/TEKR",""
"10000002","ManagementCore Agent","7.3.8.2","","Managed","","Unconfirmed","","TEKR-PTS-25A1","","TDSC/TEKR","TDSC/TEKR",""
"10000002","ManagementCore Agent","7.3.8.2","","Managed","","Unconfirmed","","TEKR-LHH-25A1","","TDSC/TEKR","TDSC/TEKR",""
"10000002","ManagementCore Agent","7.3.8.2","","Managed","","Unconfirmed","","TEKR-JAN-25A1","","TDSC/TEKR","TDSC/TEKR",""
"10000002","ManagementCore Agent","7.3.8.2","","Managed","","Unconfirmed","","TEKR-SPARE-PC12","","TDSC/TEKR","TDSC/TEKR",""
"10000002","ManagementCore Agent","7.3.8.2","","Managed","","Unconfirmed","","TEKR-JCY-17B1","","TDSC/TEKR","TDSC/TEKR",""
"10000002","ManagementCore Agent","7.3.8.2","","Managed","","Unconfirmed","","TEKR-SPARE-PC06","","TDSC/TEKR","TDSC/TEKR",""
"10000002","ManagementCore Agent","7.3.8.2","","Managed","","Unconfirmed","","TEKR-SPACE-PC18","","TDSC/TEKR","TDSC/TEKR",""
"10000002","ManagementCore Agent","7.3.8.2","","Managed","","Unconfirmed","","TEKR-YSK-25A1","","TDSC/TEKR","TDSC/TEKR",""
"10000002","ManagementCore Agent","7.3.8.2","","Managed","","Unconfirmed","","T1764650-14","","TDSC/TEKR","TDSC/TEKR",""
"10000002","ManagementCore Agent","7.3.8.2","","Managed","","Unconfirmed","","T1764650-15","","TDSC/TEKR","TDSC/TEKR",""
"10000002","ManagementCore Agent","7.3.8.2","","Managed","","Unconfirmed","","TEKR-KSB-22A1","","TDSC/TEKR","TDSC/TEKR",""
"10000002","ManagementCore Agent","7.3.8.2","","Managed","","Unconfirmed","","T1764650-18","","TDSC/TEKR","TDSC/TEKR",""
"10000002","ManagementCore Agent","7.3.8.2","","Managed","","Unconfirmed","","T1764650-17","","TDSC/TEKR","TDSC/TEKR",""
"10000002","ManagementCore Agent","7.3.8.2","","Managed","","Unconfirmed","","T1764650-16","","TDSC/TEKR","TDSC/TEKR",""
"10000002","ManagementCore Agent","7.3.8.2","","Managed","","Unconfirmed","","TEKR-MYK-21B1","","TDSC/TEKR","TDSC/TEKR",""
"10000002","ManagementCore Agent","7.3.8.2","","Managed","","Unconfirmed","","TEKR-LJW-26A1","","TDSC/TEKR","TDSC/TEKR",""
"10000002","ManagementCore Agent","7.3.8.2","","Managed","","Unconfirmed","","TEKR-LSY-26A1","","TDSC/TEKR","TDSC/TEKR",""
"10000002","ManagementCore Agent","7.3.8.2","","Managed","","Unconfirmed","","TEKR-LKR-26A1","","TDSC/TEKR","TDSC/TEKR",""
"10000002","ManagementCore Agent","7.3.8.2","","Managed","","Unconfirmed","","TEKR-MSJ-26A1","","TDSC/TEKR","TDSC/TEKR",""
"10000002","ManagementCore Agent","7.3.8.2","","Managed","","Unconfirmed","","TEKR-KHR-26A1","","TDSC/TEKR","TDSC/TEKR",""
"10000002","ManagementCore Agent","7.3.8.2","","Managed","","Unconfirmed","","TEKR-LZS-26A1","","TDSC/TEKR","TDSC/TEKR",""
"10000002","ManagementCore Agent","7.3.8.2","","Managed","","Unconfirmed","","TEKR-LJY-26A1","","TDSC/TEKR","TDSC/TEKR",""
"10000002","ManagementCore Agent","7.3.8.2","","Managed","","Unconfirmed","","TEKR-KMD-26A1","","TDSC/TEKR","TDSC/TEKR",""
"10000002","ManagementCore Agent","7.3.8.2","","Managed","","Unconfirmed","","TEKR-BEK-26A1","","TDSC/TEKR","TDSC/TEKR",""
"10000002","ManagementCore Agent","7.3.8.2","","Managed","","Unconfirmed","","TEKR-MYK-26A1","","TDSC/TEKR","TDSC/TEKR",""
"10000003","Microsoft Visual Studio 2010 Tools for Office Runtime (x64)","10.0.50903","","Freeware","","Unconfirmed","","TEKR-CMS-22A1","","TDSC/TEKR","TDSC/TEKR",""
"10000003","Microsoft Visual Studio 2010 Tools for Office Runtime (x64)","10.0.60910","","Freeware","","Unconfirmed","","TEKR-KSR-21B1","","TDSC/TEKR","TDSC/TEKR",""
"10000003","Microsoft Visual Studio 2010 Tools for Office Runtime (x64)","10.0.60910","","Freeware","","Unconfirmed","","TEKR-CMS-23B1","","TDSC/TEKR","TDSC/TEKR",""
"10000006","Intel(R) Management Engine Components","30.100.1932.6","","Freeware","","Unconfirmed","","T1764650-01","","TDSC/TEKR","TDSC/TEKR",""
"10000006","Intel(R) Management Engine Components","10.1.18121.8164","","Freeware","","Unconfirmed","","T1764650-01","","TDSC/TEKR","TDSC/TEKR",""
"10000006","Intel(R) Management Engine Components","8.6.10401.9906","","Freeware","","Unconfirmed","","T1764650-01","","TDSC/TEKR","TDSC/TEKR",""
"10000006","Intel(R) Management Engine Components","1938.13.0.1312","","Freeware","","Unconfirmed","","T1764650-01","","TDSC/TEKR","TDSC/TEKR",""
"10000006","Intel(R) Management Engine Components","17.5.2.1024","","Freeware","","Unconfirmed","","T1764650-01","","TDSC/TEKR","TDSC/TEKR",""
"10000006","Intel(R) Management Engine Components","17.5.2.1024","","Freeware","","Unconfirmed","","T1764650-01","","TDSC/TEKR","TDSC/TEKR",""
"10000006","Intel(R) Management Engine Components","17.5.0.1017","","Freeware","","Unconfirmed","","TEKR-LSY-21A1","","TDSC/TEKR","TDSC/TEKR",""
"10000006","Intel(R) Management Engine Components","30.100.2020.7","","Freeware","","Unconfirmed","","TEKR-LSY-21A1","","TDSC/TEKR","TDSC/TEKR",""
"10000006","Intel(R) Management Engine Components","8.7.10200.12510","","Freeware","","Unconfirmed","","TEKR-LSY-21A1","","TDSC/TEKR","TDSC/TEKR",""
"10000006","Intel(R) Management Engine Components","17.5.0.1017","","Freeware","","Unconfirmed","","TEKR-LSY-21A1","","TDSC/TEKR","TDSC/TEKR",""
"10000006","Intel(R) Management Engine Components","2021.14.0.1623","","Freeware","","Unconfirmed","","TEKR-LSY-21A1","","TDSC/TEKR","TDSC/TEKR",""
"10000006","Intel(R) Management Engine Components","10.1.18383.8213","","Freeware","","Unconfirmed","","TEKR-LSY-21A1","","TDSC/TEKR","TDSC/TEKR",""
"10000006","Intel(R) Management Engine Components","1938.13.0.1312","","Freeware","","Unconfirmed","","TEKR-KMD-21A1","","TDSC/TEKR","TDSC/TEKR",""
"10000006","Intel(R) Management Engine Components","8.6.10401.9906","","Freeware","","Unconfirmed","","TEKR-KMD-21A1","","TDSC/TEKR","TDSC/TEKR",""
"10000006","Intel(R) Management Engine Components","30.100.1932.6","","Freeware","","Unconfirmed","","TEKR-KMD-21A1","","TDSC/TEKR","TDSC/TEKR",""
"10000006","Intel(R) Management Engine Components","10.1.18121.8164","","Freeware","","Unconfirmed","","TEKR-KMD-21A1","","TDSC/TEKR","TDSC/TEKR",""
"10000006","Intel(R) Management Engine Components","8.6.10401.9906","","Freeware","","Unconfirmed","","TEKR-LZS-21A1","","TDSC/TEKR","TDSC/TEKR",""
"10000006","Intel(R) Management Engine Components","1938.13.0.1312","","Freeware","","Unconfirmed","","TEKR-LZS-21A1","","TDSC/TEKR","TDSC/TEKR",""
"10000006","Intel(R) Management Engine Components","30.100.1932.6","","Freeware","","Unconfirmed","","TEKR-LZS-21A1","","TDSC/TEKR","TDSC/TEKR",""
"10000006","Intel(R) Management Engine Components","10.1.18121.8164","","Freeware","","Unconfirmed","","TEKR-LZS-21A1","","TDSC/TEKR","TDSC/TEKR",""
"10000006","Intel(R) Management Engine Components","8.7.10200.12510","","Freeware","","Unconfirmed","","TEKR-MSJ-21A1","","TDSC/TEKR","TDSC/TEKR",""
"10000006","Intel(R) Management Engine Components","2021.14.0.1623","","Freeware","","Unconfirmed","","TEKR-MSJ-21A1","","TDSC/TEKR","TDSC/TEKR",""
"10000006","Intel(R) Management Engine Components","10.1.18739.8272","","Freeware","","Unconfirmed","","TEKR-MSJ-21A1","","TDSC/TEKR","TDSC/TEKR",""
"10000006","Intel(R) Management Engine Components","30.100.2020.7","","Freeware","","Unconfirmed","","TEKR-MSJ-21A1","","TDSC/TEKR","TDSC/TEKR",""
"10000006","Intel(R) Management Engine Components","2037.15.0.1840","","Freeware","","Unconfirmed","","TEKR-HJN-21B1","","TDSC/TEKR","TDSC/TEKR",""
"10000006","Intel(R) Management Engine Components","30.100.2031.2","","Freeware","","Unconfirmed","","TEKR-HJN-21B1","","TDSC/TEKR","TDSC/TEKR",""
"10000006","Intel(R) Management Engine Components","10.1.18460.8229","","Freeware","","Unconfirmed","","TEKR-HJN-21B1","","TDSC/TEKR","TDSC/TEKR",""
"10000006","Intel(R) Management Engine Components","2037.15.0.1840","","Freeware","","Unconfirmed","","TEKR-HYE-21B1","","TDSC/TEKR","TDSC/TEKR",""
"10000006","Intel(R) Management Engine Components","30.100.2031.2","","Freeware","","Unconfirmed","","TEKR-HYE-21B1","","TDSC/TEKR","TDSC/TEKR",""
"10000006","Intel(R) Management Engine Components","10.1.18460.8229","","Freeware","","Unconfirmed","","TEKR-HYE-21B1","","TDSC/TEKR","TDSC/TEKR",""
"10000006","Intel(R) Management Engine Components","30.100.2031.2","","Freeware","","Unconfirmed","","TEKR-LJY-21B1","","TDSC/TEKR","TDSC/TEKR",""
"10000006","Intel(R) Management Engine Components","2037.15.0.1840","","Freeware","","Unconfirmed","","TEKR-LJY-21B1","","TDSC/TEKR","TDSC/TEKR",""
"10000006","Intel(R) Management Engine Components","10.1.18460.8229","","Freeware","","Unconfirmed","","TEKR-LJY-21B1","","TDSC/TEKR","TDSC/TEKR",""
"10000006","Intel(R) Management Engine Components","10.1.18460.8229","","Freeware","","Unconfirmed","","TEKR-CPS-21B1","","TDSC/TEKR","TDSC/TEKR",""
"10000006","Intel(R) Management Engine Components","2037.15.0.1840","","Freeware","","Unconfirmed","","TEKR-CPS-21B1","","TDSC/TEKR","TDSC/TEKR",""
"10000006","Intel(R) Management Engine Components","30.100.2031.2","","Freeware","","Unconfirmed","","TEKR-CPS-21B1","","TDSC/TEKR","TDSC/TEKR",""
"10000006","Intel(R) Management Engine Components","2037.15.0.1840","","Freeware","","Unconfirmed","","TEKR-LKR-21B1","","TDSC/TEKR","TDSC/TEKR",""
"10000006","Intel(R) Management Engine Components","30.100.2031.2","","Freeware","","Unconfirmed","","TEKR-LKR-21B1","","TDSC/TEKR","TDSC/TEKR",""
"10000006","Intel(R) Management Engine Components","10.1.18460.8229","","Freeware","","Unconfirmed","","TEKR-LKR-21B1","","TDSC/TEKR","TDSC/TEKR",""
"10000006","Intel(R) Management Engine Components","8.6.10401.9906","","Freeware","","Unconfirmed","","TEKR-HRA-21B1","","TDSC/TEKR","TDSC/TEKR",""
"10000006","Intel(R) Management Engine Components","10.1.18019.8144","","Freeware","","Unconfirmed","","TEKR-HRA-21B1","","TDSC/TEKR","TDSC/TEKR",""
"10000006","Intel(R) Management Engine Components","1921.14.0.1280","","Freeware","","Unconfirmed","","TEKR-HRA-21B1","","TDSC/TEKR","TDSC/TEKR",""
"10000006","Intel(R) Management Engine Components","17.5.2.1024","","Freeware","","Unconfirmed","","TEKR-HRA-21B1","","TDSC/TEKR","TDSC/TEKR",""
"10000006","Intel(R) Management Engine Components","17.5.2.1024","","Freeware","","Unconfirmed","","TEKR-HRA-21B1","","TDSC/TEKR","TDSC/TEKR",""
"10000006","Intel(R) Management Engine Components","2024.2","","Freeware","","Unconfirmed","","T1764650-05","","TDSC/TEKR","TDSC/TEKR",""
"10000006","Intel(R) Management Engine Components","2037.15.0.1840","","Freeware","","Unconfirmed","","T1764650-05","","TDSC/TEKR","TDSC/TEKR",""
"10000006","Intel(R) Management Engine Components","10.1.18460.8229","","Freeware","","Unconfirmed","","T1764650-05","","TDSC/TEKR","TDSC/TEKR",""
"10000006","Intel(R) Management Engine Components","30.100.2031.2","","Freeware","","Unconfirmed","","T1764650-05","","TDSC/TEKR","TDSC/TEKR",""
"10000006","Intel(R) Management Engine Components","2021.13.1","","Freeware","","Unconfirmed","","T1764650-05","","TDSC/TEKR","TDSC/TEKR",""
"10000006","Intel(R) Management Engine Components","10.1.18460.8229","","Freeware","","Unconfirmed","","TEKR-KJY-22A1","","TDSC/TEKR","TDSC/TEKR",""
"10000006","Intel(R) Management Engine Components","2037.15.0.1840","","Freeware","","Unconfirmed","","TEKR-KJY-22A1","","TDSC/TEKR","TDSC/TEKR",""
"10000006","Intel(R) Management Engine Components","30.100.2031.2","","Freeware","","Unconfirmed","","TEKR-KJY-22A1","","TDSC/TEKR","TDSC/TEKR",""
"10000006","Intel(R) Management Engine Components","2.4.10611","","Freeware","","Unconfirmed","","TEKR-KSG-22A1","","TDSC/TEKR","TDSC/TEKR",""
"10000006","Intel(R) Management Engine Components","2116.15.0.2262","","Freeware","","Unconfirmed","","TEKR-KSG-22A1","","TDSC/TEKR","TDSC/TEKR",""
"10000006","Intel(R) Management Engine Components","30.100.2104.1","","Freeware","","Unconfirmed","","TEKR-KSG-22A1","","TDSC/TEKR","TDSC/TEKR",""
"10000006","Intel(R) Management Engine Components","10.1.18460.8229","","Freeware","","Unconfirmed","","TEKR-KSG-22A1","","TDSC/TEKR","TDSC/TEKR",""
"10000006","Intel(R) Management Engine Components","30.100.2031.2","","Freeware","","Unconfirmed","","TEKR-KJI-22A1","","TDSC/TEKR","TDSC/TEKR",""
"10000006","Intel(R) Management Engine Components","10.1.18460.8229","","Freeware","","Unconfirmed","","TEKR-KJI-22A1","","TDSC/TEKR","TDSC/TEKR",""
"10000006","Intel(R) Management Engine Components","2037.15.0.1840","","Freeware","","Unconfirmed","","TEKR-KJI-22A1","","TDSC/TEKR","TDSC/TEKR",""
"10000006","Intel(R) Management Engine Components","2037.15.0.1840","","Freeware","","Unconfirmed","","TEKR-LYS-22A1","","TDSC/TEKR","TDSC/TEKR",""
"10000006","Intel(R) Management Engine Components","30.100.2031.2","","Freeware","","Unconfirmed","","TEKR-LYS-22A1","","TDSC/TEKR","TDSC/TEKR",""
"10000006","Intel(R) Management Engine Components","10.1.18460.8229","","Freeware","","Unconfirmed","","TEKR-LYS-22A1","","TDSC/TEKR","TDSC/TEKR",""
"10000006","Intel(R) Management Engine Components","2037.15.0.1840","","Freeware","","Unconfirmed","","TEKR-CJW-22A1","","TDSC/TEKR","TDSC/TEKR",""
"10000006","Intel(R) Management Engine Components","30.100.2031.2","","Freeware","","Unconfirmed","","TEKR-CJW-22A1","","TDSC/TEKR","TDSC/TEKR",""
"10000006","Intel(R) Management Engine Components","10.1.18460.8229","","Freeware","","Unconfirmed","","TEKR-CJW-22A1","","TDSC/TEKR","TDSC/TEKR",""
"10000006","Intel(R) Management Engine Components","2037.15.0.1840","","Freeware","","Unconfirmed","","TEKR-CMS-22A1","","TDSC/TEKR","TDSC/TEKR",""
"10000006","Intel(R) Management Engine Components","30.100.2031.2","","Freeware","","Unconfirmed","","TEKR-CMS-22A1","","TDSC/TEKR","TDSC/TEKR",""
"10000006","Intel(R) Management Engine Components","10.1.18460.8229","","Freeware","","Unconfirmed","","TEKR-CMS-22A1","","TDSC/TEKR","TDSC/TEKR",""
"10000006","Intel(R) Management Engine Components","9.0.10705.25772","","Freeware","","Unconfirmed","","TEKR-KSH-22B1","","TDSC/TEKR","TDSC/TEKR",""
"10000006","Intel(R) Management Engine Components","1.0.10705.25772","","Freeware","","Unconfirmed","","TEKR-KSH-22B1","","TDSC/TEKR","TDSC/TEKR",""
"10000006","Intel(R) Management Engine Components","30.100.2148.1","","Freeware","","Unconfirmed","","TEKR-KSH-22B1","","TDSC/TEKR","TDSC/TEKR",""
"10000006","Intel(R) Management Engine Components","2208.16.0.2718","","Freeware","","Unconfirmed","","TEKR-KSH-22B1","","TDSC/TEKR","TDSC/TEKR",""
"10000006","Intel(R) Management Engine Components","10.1.18950.8298","","Freeware","","Unconfirmed","","TEKR-KSH-22B1","","TDSC/TEKR","TDSC/TEKR",""
"10000006","Intel(R) Management Engine Components","10.1.19041.8307","","Freeware","","Unconfirmed","","TEKR-KSR-22B1","","TDSC/TEKR","TDSC/TEKR",""
"10000006","Intel(R) Management Engine Components","1.0.10705.25772","","Freeware","","Unconfirmed","","TEKR-KSR-22B1","","TDSC/TEKR","TDSC/TEKR",""
"10000006","Intel(R) Management Engine Components","3.10.100.4565","","Freeware","","Unconfirmed","","TEKR-KSR-22B1","","TDSC/TEKR","TDSC/TEKR",""
"10000006","Intel(R) Management Engine Components","2208.16.0.2718","","Freeware","","Unconfirmed","","TEKR-KSR-22B1","","TDSC/TEKR","TDSC/TEKR",""
"10000006","Intel(R) Management Engine Components","30.100.2148.1","","Freeware","","Unconfirmed","","TEKR-KSR-22B1","","TDSC/TEKR","TDSC/TEKR",""
"10000006","Intel(R) Management Engine Components","9.0.10705.25772","","Freeware","","Unconfirmed","","TEKR-KSR-22B1","","TDSC/TEKR","TDSC/TEKR",""
"10000006","Intel(R) Management Engine Components","1.0.10705.25772","","Freeware","","Unconfirmed","","TEKR-LSK-22B1","","TDSC/TEKR","TDSC/TEKR",""
"10000006","Intel(R) Management Engine Components","2208.16.0.2718","","Freeware","","Unconfirmed","","TEKR-LSK-22B1","","TDSC/TEKR","TDSC/TEKR",""
"10000006","Intel(R) Management Engine Components","30.100.2148.1","","Freeware","","Unconfirmed","","TEKR-LSK-22B1","","TDSC/TEKR","TDSC/TEKR",""
"10000006","Intel(R) Management Engine Components","9.0.10705.25772","","Freeware","","Unconfirmed","","TEKR-LSK-22B1","","TDSC/TEKR","TDSC/TEKR",""
"10000006","Intel(R) Management Engine Components","10.1.18950.8298","","Freeware","","Unconfirmed","","TEKR-LSK-22B1","","TDSC/TEKR","TDSC/TEKR",""
"10000006","Intel(R) Management Engine Components","3.10.100.4565","","Freeware","","Unconfirmed","","TEKR-BHR-22B1","","TDSC/TEKR","TDSC/TEKR",""
"10000006","Intel(R) Management Engine Components","30.100.2148.1","","Freeware","","Unconfirmed","","TEKR-BHR-22B1","","TDSC/TEKR","TDSC/TEKR",""
"10000006","Intel(R) Management Engine Components","10.1.19041.8307","","Freeware","","Unconfirmed","","TEKR-BHR-22B1","","TDSC/TEKR","TDSC/TEKR",""
"10000006","Intel(R) Management Engine Components","2208.16.0.2718","","Freeware","","Unconfirmed","","TEKR-BHR-22B1","","TDSC/TEKR","TDSC/TEKR",""
"10000006","Intel(R) Management Engine Components","9.0.10705.25772","","Freeware","","Unconfirmed","","TEKR-BHR-22B1","","TDSC/TEKR","TDSC/TEKR",""
"10000006","Intel(R) Management Engine Components","1.0.10705.25772","","Freeware","","Unconfirmed","","TEKR-BHR-22B1","","TDSC/TEKR","TDSC/TEKR",""
"10000006","Intel(R) Management Engine Components","9.0.10705.25772","","Freeware","","Unconfirmed","","TEKR-SAS-22B1","","TDSC/TEKR","TDSC/TEKR",""
